msg_time,driver_code,driver_name,speaker,is_audio_only,text,gp,suspect
15:37,ANT,Antonelli,engineer,False,"Your tyres are looking good Kimmy, better than others so you can afford to use them.",Belgian,False
15:39,HAM,Hamilton,driver,False,What lap are we on? We are on lap 18 Why the hell? I told you what strategy I wanted to do Just to put me out with everyone else now We are on plan B,Belgian,False
15:42,HAM,Hamilton,engineer,False,"And we are opening the gap to Piastri, and we need to serve a five -second penalty, that's why. Another one.",Belgian,False
15:45,HAM,Hamilton,engineer,False,"Is he okay? He's okay, all okay.",Belgian,False
15:51,HAM,Hamilton,engineer,False,Did you put front wing in or not? We need a manager. Yeah. I can't turn the cars in.,Belgian,False
16:01,NOR,Norris,engineer,False,"And Lando, I don't want any yo -yo racing with Oscar. I'll explain why later.",Belgian,False
16:04,LEC,Leclerc,driver,False,"These pros and secondaries are so bad, so rotten, so bad, so hard.",Belgian,False
16:20,ANT,Antonelli,engineer,False,remember track limits two we have two already so we don't want any more,Belgian,False
16:21,PIA,Piastri,engineer,False,Hamilton under investigation post -race for unsafe release. We'll stay within five seconds. Hamilton under investigation post -race.,Belgian,False
16:29,ANT,Antonelli,engineer,False,"Nice work, Kimi. Well done there, mate. Let's go! Good effort, mate. Let's go. Thank you so much, guys. Yeah, well done, mate. Thank you. Yeah, it was a busy race, that one. But well done. Cool head.",Belgian,False
16:30,LEC,Leclerc,engineer,False,"Peter, good race, Charles, well done Good one, Charles, good job I was close, but... only a bit lucky with the BSC because it's a this may be...",Belgian,False
16:30,VER,Verstappen,driver,False,"Yeah, good job guys. It's the last podium. We're unlucky with that VSC, but it's all good. Well done Max. The pace is getting better, you were very strong as you say. Unlucky for P2, but it's close enough to the top and we have more coming. So, thanks for bearing with us. Yeah, exactly that. It's a tiny bit unlucky, but it's still a good podium.",Belgian,True
16:31,SAI,Sainz,engineer,False,"Yeah, well done Carlos, good recovery, good pace, it's the best we had in it after that fact change this morning. Yeah, thank you.",Belgian,False
16:31,HAM,Hamilton,driver,False,"Yeah, it's up we can",Belgian,False
16:32,HAM,Hamilton,driver,True,AUDIO ONLY,Belgian,False
16:32,LEC,Leclerc,driver,False,"Uh,",Belgian,False
16:32,HAM,Hamilton,engineer,False,I don't know if that's what they're supposed to be.,Belgian,False
16:33,ANT,Antonelli,engineer,False,"Bravo, mate. Bravo. Give me bravo. Bravo.",Belgian,False
16:34,HAD,Hadjar,driver,False,"Good pace today as well, mate. Good pace. Yeah, nothing I can do more honestly. So all that. It's a bit frustrating because, yeah, I could be on this podium, so... Yeah, Carp is there, unfortunately with penalty. You did what you could today. Good man.",Belgian,False
16:34,BOR,Bortoleto,engineer,False,"Come on, that's P8, P8, more than, more than, charge up, more than, and we drive into P1, into turn 1, what a race you have driven, Gabi, what a race, unbelievable, second assist, yes, yes, yes, coming to the pit, drive it slowly, come on, what a race, amazing driving, mega job, mega job, mega quality, thank you very much. Again, fantastic job, really well deserved, you did a fantastic, to put out a fight, unbelievable fight out there, and great job for the team on the pit stop, double stack getting you and Nico in a good time for double points. Yes, thanks everyone, what a weekend, amazing, I thought my T .I .2 would take off again, thank you. And remember, full switch off when you're around the parking lot, and again. What a fight you put out there today, really well deserved P8, fantastic job mate, and the team and the guys in the pit stop did a fantastic job as well, fantastic, great job.",Belgian,False
16:36,LIN,Lindblad,driver,False,"Yeah, thank you everyone. I really tried. Yeah, it's a shame about the BSC, but regardless, a really good weekend again, so thank you for the work.",Belgian,False
16:37,BEA,Bearman,driver,False,"Thanks everyone aside from those all over they have to read all the clock out today, so it's really posted",Belgian,False
17:10,ANT,Antonelli,engineer,False,"That's P1, mate. Let's go, man. Let's go. Nice birthday present for your old man. Yeah, happy birthday, Dad. Well done, mate. Yeah, really tidy lap there.",Belgian,False
17:11,VER,Verstappen,driver,False,"That was a two and a half, hold up. OK mate, that's P2, we can thank ESA for that, it's a couple of a bit.",Belgian,False
17:16,BOR,Bortoleto,driver,False,"High slaps, guys. Thank you for the car. That was very good, buddy. Yeah, guys, now let's finish the job tomorrow. Thanks, everyone, for coming. Bye.",Belgian,False
17:17,LIN,Lindblad,driver,False,"Yeah, thank you everyone. It was a really, really strong session and weekend so far, so thank you for your work.",Belgian,False
12:22,LEC,Leclerc,driver,True,AUDIO ONLY,Belgian,False
12:35,PER,Perez,driver,False,There's all the stations of the engine probably we are looking into this,Belgian,False
12:54,HAD,Hadjar,driver,False,No power. Oh my god. I stalled.,Belgian,False
13:05,LAW,Lawson,driver,False,Friends are pretty f***ed now. Quite a lot of time. Puppy.,Belgian,False
13:09,HAD,Hadjar,driver,False,"I mean nothing is ready, everything is too cold, everything is just, yeah.",Belgian,False
13:12,HAD,Hadjar,driver,False,What happened to the front? Zero front. Zero.,Belgian,False
13:20,ALB,Albon,driver,False,"A lot of fun to steer, like, to let you learn, to learn stuff, there's a way more track you can go out there. Okay.",Belgian,False
13:30,HAM,Hamilton,engineer,False,"You okay, Lewis? Yeah, I have to show you the car, mate. Sorry. No problem.",Belgian,False
13:36,SAI,Sainz,driver,False,"Car in front brake, wait a second.",Belgian,False
13:37,VER,Verstappen,engineer,False,"What the f**k? My god, it's like double yellow, it's just kind of like, just all these crushes in the back of me. Unbelievable.",Belgian,False
17:12,VER,Verstappen,driver,False,"My god, this is unbelievable man. What is unacceptable? My god",Belgian,False
17:28,NOR,Norris,engineer,False,"Lando, we need first gears, we turn 18 and 19 please.",Belgian,False
17:32,RUS,Russell,driver,False,"We're still too cold, sliding a lot, but not 1 .2 seconds cold.",Belgian,False
17:46,GAS,Gasly,driver,False,"Yeah, just ask if he lost it out of nowhere, that's the last of where",Belgian,False
15:00,VER,Verstappen,driver,True,AUDIO ONLY,British,False
15:40,HAM,Hamilton,engineer,False,"And box box, but my ties are still good my ties are still good",British,False
15:44,HAM,Hamilton,engineer,False,"We are P6, we are fighting for the podium, P3.",British,False
15:55,RUS,Russell,engineer,False,Let's blow punch a right rear. Move me or you do.,British,False
15:58,RUS,Russell,driver,False,Oh my god,British,False
16:02,ALB,Albon,engineer,False,"Alex, small feedback please for you, the wake belt was 4 load, copy, this way, 4 load. Same as the simulator, keep it to a full DD slope, can't really do it, what's it going to be? Copy.",British,False
16:08,ANT,Antonelli,driver,False,country broken in the car,British,False
16:10,ANT,Antonelli,driver,False,"Vader, suspension is broken. Okay, copy, copy.",British,False
16:10,ANT,Antonelli,driver,False,We think it is just the wheel shield left hand side.,British,False
16:12,ANT,Antonelli,engineer,False,"Okay, we're gonna try to box the goal. We'll try and remove the wheel shield and go again",British,False
16:14,ANT,Antonelli,driver,False,"I may not, there's something deeper, I've no front, the wheel is in the air OK, we'll box the car, so this is to retire",British,False
16:15,ANT,Antonelli,driver,False,We are just in P10. We've got Colo Pinto behind.,British,False
16:17,ANT,Antonelli,driver,False,"I'm gonna go for it, mate.",British,False
16:22,ANT,Antonelli,driver,False,"Wow, f***ing great. Everything is going against us, unbelievable. Yes mate, it feels like one of those days.",British,False
16:23,ANT,Antonelli,engineer,False,"We do have a 5 second penalty for track limits Yeah but that's a joke mate, I didn't do it on purpose Like, the car was broken Yeah understood Like I wasn't even getting time Yeah I know mate, I know mate",British,False
16:32,RUS,Russell,driver,False,"Pardon for sticking in there, but that's really fine. Go on top of the straight line speed. So that was a very frustrating weekend otherwise Yeah, I think straight line was okay in the race",British,False
16:37,NOR,Norris,driver,False,"Lewis has overtaken everyone, I mean, that's just, everyone's overtaken. You just do the right thing. Yeah, I'm just trying to stay out of everyone's way, I mean, they're just racers, John. Everyone gets to qualify, you know, on the podium. Um, there's been confusing messages, honestly, I'm not sure.",British,False
16:39,HAD,Hadjar,engineer,False,that's p5 to me p5 i don't know what the hell i mean obviously i was on the tire again but you don't get that much time that was just yeah big loss big loss upload i will take the points yeah but i wanted to go to the front not like buy it back i know mate i know yeah still stuff to work on while we're playing together,British,False
16:41,LIN,Lindblad,driver,False,"Well done, Nippon. Another amazing result. Apologies for Nippon, it's a lesson. Yeah, I'm gonna be honest, that annoys me. Not at you, but yeah, I'm not bad at you, it's just... Yeah, it's really frustrating, but regardless, it's a good team effort. We'll keep working. It's a good day for the team, but not good enough. We need to give you all the tools, so we'll do better. Apologies.",British,False
16:42,COL,Colapinto,engineer,False,"Oh mate, so that's points to the team after, I'd say, a pretty difficult weekend. Yep, but we still thank you for all the effort.",British,False
15:56,SAI,Sainz,driver,True,AUDIO ONLY,British,False
16:12,RUS,Russell,engineer,False,"Yeah, that was very weird. I've never looked there my whole career",British,False
16:12,RUS,Russell,driver,False,"We think your front wing was set up the same, flat angle. Hey, Femi, have we set that before you left the garage?",British,False
16:21,OCO,Ocon,engineer,False,"I had to live for that thing, you know. Yeah, I know. That was, again, nicely unlucky.",British,False
16:21,OCO,Ocon,driver,False,"Yeah, well, you guys did a great job with the car. It was much better, so good job, yeah. It's a shame I'm always the unlucky guy. But there is. Yeah, that is getting annoying. Sorry, Esteban. I'm lucky I think you lost those two pens with the yellow.",British,True
16:22,HUL,Hulkenberg,engineer,False,"Did Gabi have a problem, or why they only went up? He did, yeah. I'm not sure exactly what it was, but he got out and he got P12, as I guess you've seen.",British,False
16:49,BOR,Bortoleto,engineer,False,"You are currently p11. Sorry, it's okay. They can't have order. Sorry. Sorry team",British,False
16:53,BEA,Bearman,engineer,False,"Your P14, that's a good result Oli, that's a good result. Yeah, good job Oli, I know that's not what you want in your home Grand Prix, but you got the best out of it, thank you, we'll get better. Yeah, good job everyone, I think we've done the right thing again, which is all we can achieve at this stage.",British,False
17:07,PIA,Piastri,driver,False,"Yeah, that was, uh, that was full. Yeah, saw that one, Tally. All okay? Uh, yep. It's a good thing my underwear thought it was a black today, it's not white.",British,False
17:11,LEC,Leclerc,engineer,False,"Confirmed. Peter, that was a good quality. Good lap, Charles. There wasn't much more, I think, in this stuff. I think we're on the right path. Let's just keep working. We'll get there. Thank you.",British,False
17:11,LEC,Leclerc,engineer,False,"Yeah, you've been working your ass off and it paid off",British,False
17:12,LAW,Lawson,driver,False,"Now we can go to that kind of outside no idea. Yeah, it's very up and down. Yeah We had a small issue as well",British,False
11:22,STR,Stroll,driver,True,AUDIO ONLY,British,False
12:23,GAS,Gasly,engineer,False,"Just keep opening the diff, go 1 .8 behind.",British,False
12:31,NOR,Norris,engineer,False,"Yeah, well done. Good job. Just f***ing hang guys. Let's get a ride for what? This.",British,False
12:34,VER,Verstappen,engineer,False,Thanks Max for the fight. I'm sorry for lap one. Still have some work to do on two seats. Thanks for the fight.,British,False
16:33,ANT,Antonelli,driver,False,"Yeah, happy to go for lap one. Okay, let's do that.",British,False
16:43,BEA,Bearman,driver,False,"Okay, we have to be 17.",British,False
16:45,OCO,Ocon,engineer,False,"And so we're both out, Ollie's 17, you're 18. Yeah, okay guys, let's not give it up. We'll get down.",British,False
16:58,LAW,Lawson,driver,False,That's gonna be good. Very good luck,British,False
17:02,LIN,Lindblad,driver,False,Great sq3 good job. Thank you boys. Thank you very much. Thank you Luke for sorting out,British,False
17:17,ANT,Antonelli,engineer,False,"Ok, give me stats, P2 mate, just 11 milliseconds to pole, so tight, but really good effort there mate. Ah f*** man, it's ok, we'll try again tomorrow.",British,False
17:18,LEC,Leclerc,driver,False,"Very cool lap. Well, my turn. So, we're finished, you finished P thought. Hamilton P1. Yeah, I got quite a few snaps.",British,False
12:30,HAM,Hamilton,driver,True,AUDIO ONLY,British,False
12:35,OCO,Ocon,driver,False,"I'm not sure the wings were closing before 1, and yeah, 9.",British,False
12:39,OCO,Ocon,engineer,False,"At the moment there's some front under rotation on braking, so we're going to go a bit with that. We will have a look.",British,False
12:47,HAM,Hamilton,driver,False,"4 tenths in the first sector, where is that time? Apex speed of 3 is the main point to improve in first sector.",British,False
13:05,PIA,Piastri,engineer,False,"Oscar is everything okay? Yes, this guy is a dead snail of us.",British,False
13:07,GAS,Gasly,driver,False,"Oh, this is very predictable, like, I'm not liking this. I'm too.",British,False
13:17,LAW,Lawson,driver,False,"The start of the lap is quite sketchy, I would say, I don't know if it's tires, or if it's something to do with my cool down. Yeah, we'll check, we'll compare to the other car, we have good data there. Yeah, the first and second lap was very different, but I'm 3 .1. This is the second I've had a lot of rotate with 3 .1.",British,False
13:22,LEC,Leclerc,driver,False,"That's a very good laugh. Understood, Charles. We'll try again the next. South Star, circling QAS, we'll have to pull down, especially left -hand side.",British,True
13:31,PER,Perez,driver,False,"Yeah, there's quite a bit of hopping on the ground, a little smitten from the production. Copy that.",British,False
16:07,RUS,Russell,driver,False,I don't know why the ride has felt quite a bit worse today than yesterday. 0:10.1,Canadian,False
11:10,BOR,Bortoleto,engineer,False,"Yeah, keep the pressure on. You're doing a good job. Keep the pressure. 0:6.6",Canadian,False
11:21,BOR,Bortoleto,driver,False,Yep. What a drive. Good job. Excellent. So good. Set the pressure up. Really good pace. Well done. Thank you. 0:17.4,Canadian,False
12:17,HAD,Hadjar,engineer,False,"You think it's worth it already to go to the shop? How do you feel the tire? They are still alive, so maybe wait a little bit. And for the moment they're okay. The only thing can be rear overheating a little bit. 0:18.2",Canadian,False
12:46,NOR,Norris,engineer,False,"That's not the way, mate. That's not the way. You now need to keep it cool. Reset. 0:7.5",Canadian,False
12:49,NOR,Norris,engineer,False,"But there's no reason to go back anymore. I have a very big reason. If you get a penalty for Monaco, I'm going to win. OK? So I want you to be back on track, even if you are two or three laps down or you go slow. I don't care. I want the penalty today. 0:15.7",Canadian,False
13:00,LEC,Leclerc,driver,False,"Can you at least tell me what the plan is? Like, what are we trying to do? We're trying to wait for rain, mate. So to keep the track positioned and so if it rains, everyone has to stop, so we keep this position, you know? 0:15.6",Canadian,False
15:21,VER,Verstappen,driver,False,"I think this is the switch. Copy that Max. Box, switch to select, confirm. Yep. 0:11.1",Canadian,True
15:27,PIA,Piastri,engineer,False,"Are you happy on these tires, or do you want to enter? Honestly, I have no idea. It's really tough, honestly. But I'm surprised the inter is working. 0:14.4",Canadian,False
16:02,GAS,Gasly,engineer,False,"The drivers aren't entertised or complaining already, so we've got the right one here. 0:5.6",Canadian,False
16:03,NOR,Norris,engineer,False,"Any comments on conditions, Lando? Yeah, I don't know. We'll see. 0:5.3",Canadian,False
16:03,LIN,Lindblad,driver,False,It's not going again 0:5.6,Canadian,False
16:04,PIA,Piastri,driver,False,"It feels like the rain stopped quite a lot now, so what are we thinking to do? Oscar, Hawker, the rain should ease from here, but everyone's going to have very cold tires. Yeah, but I think now it is time for slicks, so should we just box? 0:19.9",Canadian,True
16:07,PIA,Piastri,engineer,False,"So, Oscar, our tyres have dropped quite a lot. Everyone on SOC must have very cold tyres by this time. Yeah, but if we fit now, we will have cold tyres. We will have warm tyres. So, I don't know. It's... I mean, it's... These engines are a mistake now. 0:23.9",Canadian,False
16:14,NOR,Norris,engineer,False,Although we could be going very long here 0:07,Canadian,False
16:20,HAM,Hamilton,driver,False,I got no power man. Come on guys 0:7.2,Canadian,False
16:29,NOR,Norris,engineer,False,We need to box this lap. It's a reliability problem 0:7.9,Canadian,False
16:41,ANT,Antonelli,driver,False,Why made you push me off and I was ahead like what's the point? 0:8.7,Canadian,False
16:42,RUS,Russell,engineer,False,Hemi will give you the position. Convenient just before the freeze. I think that was just when it was given to him. So head down. It's your throttle up to go. 0:11.9,Canadian,False
16:55,LEC,Leclerc,driver,False,"Okay, that was really a cheap one. 0:5.6",Canadian,False
17:01,NOR,Norris,driver,False,Something's broken about gearbox or something 0:7.4,Canadian,False
17:02,NOR,Norris,engineer,False,"I'm sorry, mate. All right, thank you. All good. 0:5.3",Canadian,False
17:03,ANT,Antonelli,driver,False,What is this guy doing man 0:4.5,Canadian,False
17:06,HAM,Hamilton,engineer,False,"You have same pace as Antonelli, be one to ten faster than Max in front. 0:08",Canadian,False
17:06,PER,Perez,engineer,False,"I'm listening to this one right now. Yeah, me too. I can tell you know what happened here. 0:6.8",Canadian,False
17:13,HAM,Hamilton,driver,False,We can do this guys 0:5.4,Canadian,False
17:14,LEC,Leclerc,engineer,False,"Blue is now picking up the pace, 15 .0 Let's top the ticket until the last lap, until the last lap And anything absolutely critical 0:13.8",Canadian,False
17:25,HAM,Hamilton,driver,False,They both are 0:4.8,Canadian,False
17:39,ANT,Antonelli,engineer,False,"Nice work, Kimi. It's been a very eventful day, but well done. Yeah, thank you, everyone. Not the way I wanted to win. It was going to be a good fight with George, but yeah, we'll take it. 0:16.1",Canadian,False
17:39,HAM,Hamilton,engineer,False,"And we're done. Pichu, that was a great fight. Good job, good job. Whoo! That was tough, guys. Make a job this weekend. Definitely the result we deserve. Thank you so much to everyone back at the factory. Gracias a tutti. Let's keep pushing. This is a good step. Let's keep working to try and close that gap. Thank you, Luis. 0:24.5",Canadian,False
17:40,VER,Verstappen,engineer,False,"Good job Max, we didn't fight out there today I think, well done. Yeah, it's just a shame we didn't have the tyre attack for the final scene. Really difficult but good job. That's the first road in. 0:16",Canadian,False
17:43,COL,Colapinto,engineer,False,"Oh, vamos, buddy. He's six. Good job, mate. Mate. Sorry for the extra stress. I don't know. I'm really sorry. I'll check the heart rate. I'll check the heart rate after the race, mate. Mate, fantastic job this weekend. Really, really good driving. 0:22.3",Canadian,False
17:43,LAW,Lawson,driver,False,"Well done guys, I really struggled to put pace in that race, I think we missed it though, at the start especially, but even on the last set. Yeah, probably out of balance a bit, and we will show you some things when you come back. Copy that, otherwise really good job. 0:19.7",Canadian,False
17:44,COL,Colapinto,engineer,False,But I've got the box on my shoulder here He's a he's a very happy man So that is big that's your best ever result in f1 now make another week another best 0:18.8,Canadian,False
16:02,PIA,Piastri,engineer,False,"Use boost after 10, 4, 7, and 9. Use boost. 0:5.3",Canadian,False
16:21,ALO,Alonso,driver,False,"Wow the Cadillac, the last glimmer. Yeah copy Perez he's starting it up. Yeah in the line mate. 0:10.6",Canadian,False
16:25,GAS,Gasly,engineer,False,"I think the only thing we can do to improve on the process here, mate, is changing the strap 2 before 10 .13, just before braking, as late as you can push it. It's very easy, mate, to say, but that small tweak does help us. Probably in the top half of this, so let me know if I can. Yeah, I know, it's tricky, mate, but what I'd say so far is doing a great job. 0:21.1",Canadian,False
16:33,VER,Verstappen,driver,False,"I can't get my front tires in the window, like it's really, really bad. Like yesterday in the island, it's like I'm driving on ice. Copy that. 0:12",Canadian,False
16:42,LEC,Leclerc,engineer,False,"And we are through, so you are P -8? I'm completely out of place, completely out of thing, he's either in the wall or P -8 We just need to make sure, give me clean air, I don't care about whatever else, just clean air, that's all that matters Understood Charles 0:23.2",Canadian,False
16:43,LAW,Lawson,engineer,False,"Oh, man, sorry, that was honestly so, so badly driven. 0:6.6",Canadian,False
16:44,COL,Colapinto,driver,False,"It's your home, yes. Vamos. Good job. 0:10.4",Canadian,False
16:45,BEA,Bearman,engineer,False,"The second you try and push this thing, it's not liking it. Yeah, we can see that all of you, I appreciate that. I'm blocking the front set, I didn't record that. 0:11.3",Canadian,False
16:45,HUL,Hulkenberg,engineer,False,BG -11 for us. Seems like that's our spot. What the f*** is B -11? I'm sick of it. 0:7.4,Canadian,False
16:52,RUS,Russell,driver,False,Nothing on the rear 0:4.7,Canadian,False
16:53,VER,Verstappen,driver,False,What's going on with this straight line speed because it's bleeding 0:8.5,Canadian,False
17:01,RUS,Russell,engineer,False,"Nice work, nice work. Yes! Well done mate. Keep me posted, is that good enough? That is good enough. Well done. We made that a bit tricky. 0:18.9",Canadian,False
17:02,RUS,Russell,driver,False,It's the most exhilarating feeling in the world when it comes last -minute out of nowhere. Good job 0:9.6,Canadian,False
17:05,ANT,Antonelli,engineer,False,"Okay Kimi, so that's P2 mate, so it's just, again, same as yesterday, so 68 milliseconds. Did he go for two laps? He ended up doing a fast slow fast. 0:19.5",Canadian,False
17:06,NOR,Norris,engineer,False,"It's going to be 3 again. Yeah, all good. The love wasn't amazing, but I heard all the dirt from Hamilton and then those slipstreams, so here's what it is. 0:12.1",Canadian,False
17:07,PIA,Piastri,engineer,False,"I was going to P4 again, P4. Good job, mate. It was only two tenths to hold this time. Yeah, it's a bit of a struggle, but we're getting there. 0:13.9",Canadian,False
17:08,VER,Verstappen,driver,False,"Yeah, I mean, I think it's something really wrong that we didn't check ice and stuff before. Sorry, Max, we know it's a frustrating one, but we'll have a lot to be honest with, so it's a painful but necessary data point, and we'll look to it. It's three times from the board right now. 0:17.8",Canadian,True
17:08,LEC,Leclerc,driver,False,So we finished You've seen it 0:6.1,Canadian,False
17:09,LIN,Lindblad,engineer,False,"Okay, that's P9. Best of the rest. Very well done by the Dot Q3. It's a good weekend. Thank you, everyone. 0:10",Canadian,False
11:21,PIA,Piastri,driver,True,AUDIO ONLY,Canadian,False
11:22,RUS,Russell,driver,True,AUDIO ONLY,Canadian,False
11:37,NOR,Norris,engineer,False,"Lando, if you can fit them in, there would be two burnouts before the launch. It would be a static bike point fine. 0:6.8",Canadian,False
12:09,HAD,Hadjar,driver,False,"Ah, engine problem. Oh f**k. Ok, we're investigating. 0:8.6",Canadian,False
12:10,ANT,Antonelli,driver,False,Don't worry about it 0:4.9,Canadian,False
12:10,VER,Verstappen,driver,False,I cannot save it. I wear it. It's holding like crazy. 0:6.1,Canadian,False
12:11,ANT,Antonelli,driver,False,Let's give young men an idea who's alongside the hero. So let's just keep it cool. 0:8.5,Canadian,False
12:11,ANT,Antonelli,engineer,False,"Let's just get his back up to control, Gibby. Focus on Norris, focus on the driving. Yeah, I don't care, he pulled me out! 0:9.4",Canadian,False
12:12,ANT,Antonelli,engineer,False,"Can we concentrate on the driving, please, and not on the radio morning? 0:7.8",Canadian,False
12:14,ANT,Antonelli,engineer,False,"We're not seeing anything on aero, so it looks to be behaving, just vibration. 0:8.9",Canadian,False
12:24,RUS,Russell,driver,False,That's how you do it. It's just a bit of growth. 0:6.5,Canadian,False
12:33,RUS,Russell,engineer,False,"Nice work, babe. Good job. That was quick there. Yeah, good job. 0:8.1",Canadian,False
12:33,ANT,Antonelli,engineer,False,"Kimi, let's check the flag. Yeah, if we need to race like this, then good enough. Kimi, now is the first time to talk about this. We talk about this internally and not on the radio, okay? 0:13.7",Canadian,False
14:53,BEA,Bearman,driver,True,AUDIO ONLY,Hungarian,False
14:53,PIA,Piastri,driver,True,AUDIO ONLY,Hungarian,False
15:05,RUS,Russell,engineer,False,"Well, it's 2 % shallow. It was a throttle pedal you backed up at a high RPM.",Hungarian,False
15:11,VER,Verstappen,driver,False,"Also again, the dumping failed for sure. Spasiboodee!",Hungarian,False
15:16,NOR,Norris,engineer,False,How's the tyres? How's the pulse? 30 already. Much faster than the GTTS.,Hungarian,False
15:17,PIA,Piastri,engineer,False,"How's the tide? Currently we are thinking plan A, target level. I feel good.",Hungarian,False
15:18,VER,Verstappen,driver,False,"Please do something about this shit, and don't tell me it's me 15 later. Absolutely.",Hungarian,False
15:18,HAM,Hamilton,driver,False,Actually pretty slow,Hungarian,False
15:26,VER,Verstappen,engineer,False,"Well, that was quite special, I don't want to blame it up once again moving on the breaking I mean sorry section, but it's not right",Hungarian,False
15:39,PIA,Piastri,engineer,False,"We're aiming at planet A, target that. How's the time? Oh, it doesn't feel great.",Hungarian,False
15:40,LEC,Leclerc,driver,False,"Well, it's quite a bit of time",Hungarian,False
15:45,NOR,Norris,engineer,False,"Okay mate, let's get back in the rhythm, know what you've been trying to do, can we see it? Back in the rhythm please.",Hungarian,False
15:48,NOR,Norris,engineer,False,"Hamilton's got me stuck behind the jar, and they thought it'd be a cool exit for us to... I need to get fast, come on, let's do something, please. I know, mate. I know. Staff is gonna close in. I want boxes left.",Hungarian,False
15:49,NOR,Norris,driver,False,You mean you won't let me? I'm Biles' master.,Hungarian,False
15:50,NOR,Norris,driver,False,I'll pull out a 10 -6 if it works on this one.,Hungarian,False
15:53,HAM,Hamilton,driver,False,I'm gonna be in trouble in the districts. Now we are fighting for the position with Max then we manage the ties,Hungarian,False
15:57,PIA,Piastri,driver,False,"Hey, don't you guys f***ing think we're lost?",Hungarian,False
15:58,PIA,Piastri,driver,False,"Get out of the f***ing way, you idiots! Oh my god.",Hungarian,False
16:01,PIA,Piastri,engineer,False,"After that sight that's crossed us, that target is to get to the end on this tyre. Oh mate, it's better you don't **** me now. Nice of you guys to affect the other one here by the way, thanks.",Hungarian,False
16:04,NOR,Norris,engineer,False,"We're catching ants early night and quickly, that's just been measured when we get there.",Hungarian,False
16:12,ANT,Antonelli,engineer,False,"Again, a little bit of security, just keep the 3, turn 7, get tight again.",Hungarian,False
16:13,LEC,Leclerc,driver,False,"Can you notice me before there's something that feels off the ground? Copy. Looks like overheating, if you can get back into the rhythm, should help. I'm in rhythm.",Hungarian,False
16:14,VER,Verstappen,engineer,False,This is good Max. You got it. You might have some fun towards the end.,Hungarian,False
16:19,ANT,Antonelli,driver,False,"But can't we go until yet? We don't think we have the tire light so press hold boost, press hold boost",Hungarian,False
16:19,NOR,Norris,engineer,False,"Vlade, you're clearly the fastest car and have nothing to prove, so the snaps of 4 and 8, no more.",Hungarian,False
16:21,ANT,Antonelli,driver,False,"Wind pollution out of wind. So probably P6 potential, but P2 here Kimmy, we've got a big offset on tyres.",Hungarian,False
16:25,ANT,Antonelli,engineer,False,"But I think I was ahead yeah, we're just talking through we think we were",Hungarian,False
16:38,NOR,Norris,engineer,False,No exit curve. That may be what happened to Oscar's car.,Hungarian,False
16:40,HAM,Hamilton,engineer,False,And we got five second penalty for speeding into the pit lane. I handed out penalties like crazy.,Hungarian,False
16:43,NOR,Norris,driver,False,"Well done, mate. Well done. Beautiful! The car was unbelievable today. Well done, guys. Incredible. Flying, thank you so much for the car. Nice to finally be able to do it all for you again. Feels like it's been a while. Congrats, very well deserved. Hard work pays off. Just keep it going. Thank you very much. I love you all.",Hungarian,False
16:45,VER,Verstappen,engineer,False,"That is an excellent drive Max, really, really, really spot on. I'd like to be a C -Sprog to your showpiece finale, but nonetheless, I'm going to be proud of that final sit. That's a great move there as well, so fantastic job. Yeah, we had a second today in some way or another. Great job. Well, it's been quite a lot out there, so...",Hungarian,False
16:47,NOR,Norris,driver,False,"And Lando, Barnsey put it on your piece of tape. One who's laughing. I only did it for him. Thanks Barnsey for everything. Beautiful career. I did it on a high. Thank you very much for everything.",Hungarian,True
16:48,COL,Colapinto,driver,False,"Choking pace, oh so slow",Hungarian,False
16:48,OCO,Ocon,engineer,False,"Thank you Laura. Yeah, positive weekend, it's a lot of good stuff, even if the race was very difficult, not as good as we would have liked, it's take the positive for you guys and we'll come back stronger after the break.",Hungarian,False
16:49,LAW,Lawson,driver,False,"It was pretty tough, good, really good job. Very good call on the strategy as well. Had me doubting it in the car, but very, very good job. Thank you. Car was so good. We wanted to keep you active, you know? We didn't want you to fall asleep. I literally said I don't want to overtake cars at the end of the race, and that's what you had me do. But you see, you could do it.",Hungarian,False
16:50,ANT,Antonelli,engineer,False,"Nice work Kimi. P3 buff, not a bad day. That was tough. Yeah, copy that, you earned your money today mate. Thanks everyone. It was a damage limitation after yesterday. So thank you everyone.",Hungarian,False
15:55,COL,Colapinto,driver,True,AUDIO ONLY,Hungarian,False
16:04,ALB,Albon,driver,False,"Just check for damage in plant 4, exit cap.",Hungarian,False
16:18,ALO,Alonso,driver,False,"All right. Good job. Maybe a bit more to come the next set. Let's go. Yeah, let's go.",Hungarian,False
16:19,ALB,Albon,driver,False,"Oh, that's terrible. Why, why, why is the balance changing so much? Alex, it was a good lap considering the car is all over the place. That's on us.",Hungarian,True
16:19,SAI,Sainz,engineer,False,"It was a good lap considering the conditions, it's all that our car had in it. Let's see what we can do overnight. Yeah, just keep working.",Hungarian,False
16:32,ANT,Antonelli,driver,False,I've got no grip on them. Like I don't know we're doing something wrong with tires. I have zero grip,Hungarian,False
16:32,HAD,Hadjar,driver,False,"Okay, but I come on someone's always the same",Hungarian,False
16:34,HAM,Hamilton,driver,False,That was a pretty tricky lap. I spent more time in it.,Hungarian,False
