Grand Prix,Timestamp,Driver Code,Driver Name,Speaker,Message
Belgian,16:04,LEC,Leclerc,Leclerc,"These pros and secondaries are so bad, so rotten, so bad, so hard."
Belgian,16:20,ANT,Antonelli,PIT,remember track limits two we have two already so we don't want any more .
Belgian,16:21,PIA,Piastri,PIT,Hamilton under investigation post -race for unsafe release. We'll stay within five seconds. Hamilton under investigation post -race.
Belgian,16:29,ANT,Antonelli,PIT,"Nice work, Kimi. Well done there, mate. Let's go! Good effort, mate. Let's go. Thank you so much, guys. Yeah, well done, mate. Thank you. Yeah, it was a busy race, that one. But well done. Cool head."
Belgian,16:30,LEC,Leclerc,PIT,"Peter, good race, Charles, well done Good one, Charles, good job I was close, but... only a bit lucky with the BSC because it's a this may be..."
Belgian,16:30,VER,Verstappen,Verstappen,"Yeah, good job guys. It's the last podium. We're unlucky with that VSC, but it's all good. Well done Max. The pace is getting better, you were very strong as you say. Unlucky for P2, but it's close enough to the top and we have more coming. So, thanks for bearing with us. Yeah, exactly that. It's a tiny bit unlucky, but it's still a good podium."
Belgian,16:31,SAI,Sainz,PIT,"Yeah, well done Carlos, good recovery, good pace, it's the best we had in it after that fact change this morning. Yeah, thank you."
Belgian,16:31,HAM,Hamilton,Hamilton,"Yeah, it's up we can ."
Belgian,16:32,HAM,Hamilton,Hamilton,AUDIO ONLY .
Belgian,16:32,LEC,Leclerc,Leclerc,"Uh, ."
Belgian,16:32,HAM,Hamilton,PIT,I don't know if that's what they're supposed to be.
Belgian,16:33,ANT,Antonelli,PIT,"Bravo, mate. Bravo. Give me bravo. Bravo."
Belgian,16:34,HAD,Hadjar,Hadjar,"Good pace today as well, mate. Good pace. Yeah, nothing I can do more honestly. So all that. It's a bit frustrating because, yeah, I could be on this podium, so... Yeah, Carp is there, unfortunately with penalty. You did what you could today. Good man."
Belgian,16:34,BOR,Bortoleto,PIT,"Come on, that's P8, P8, more than, more than, charge up, more than, and we drive into P1, into turn 1, what a race you have driven, Gabi, what a race, unbelievable, second assist, yes, yes, yes, coming to the pit, drive it slowly, come on, what a race, amazing driving, mega job, mega job, mega quality, thank you very much. Again, fantastic job, really well deserved, you did a fantastic, to put out a fight, unbelievable fight out there, and great job for the team on the pit stop, double stack getting you and Nico in a good time for double points. Yes, thanks everyone, what a weekend, amazing, I thought my T .I .2 would take off again, thank you. And remember, full switch off when you're around the parking lot, and again. What a fight you put out there today, really well deserved P8, fantastic job mate, and the team and the guys in the pit stop did a fantastic job as well, fantastic, great job."
Belgian,16:36,LIN,Lindblad,Lindblad,"Yeah, thank you everyone. I really tried. Yeah, it's a shame about the BSC, but regardless, a really good weekend again, so thank you for the work."
Belgian,16:37,BEA,Bearman,Bearman,"Thanks everyone aside from those all over they have to read all the clock out today, so it's really posted ."
Belgian,17:10,ANT,Antonelli,PIT,"That's P1, mate. Let's go, man. Let's go. Nice birthday present for your old man. Yeah, happy birthday, Dad. Well done, mate. Yeah, really tidy lap there."
Belgian,17:11,VER,Verstappen,Verstappen,"That was a two and a half, hold up. OK mate, that's P2, we can thank ESA for that, it's a couple of a bit."
Belgian,17:16,BOR,Bortoleto,Bortoleto,"High slaps, guys. Thank you for the car. That was very good, buddy. Yeah, guys, now let's finish the job tomorrow. Thanks, everyone, for coming. Bye."
Belgian,17:17,LIN,Lindblad,Lindblad,"Yeah, thank you everyone. It was a really, really strong session and weekend so far, so thank you for your work."
Belgian,12:22,LEC,Leclerc,Leclerc,AUDIO ONLY .
Belgian,12:35,PER,Perez,Perez,There's all the stations of the engine probably we are looking into this .
Belgian,12:54,HAD,Hadjar,Hadjar,No power. Oh my god. I stalled.
Belgian,13:05,LAW,Lawson,Lawson,Friends are pretty f***ed now. Quite a lot of time. Puppy.
Belgian,13:09,HAD,Hadjar,Hadjar,"I mean nothing is ready, everything is too cold, everything is just, yeah."
Belgian,13:12,HAD,Hadjar,Hadjar,What happened to the front? Zero front. Zero.
Belgian,13:20,ALB,Albon,Albon,"A lot of fun to steer, like, to let you learn, to learn stuff, there's a way more track you can go out there. Okay."
Belgian,13:30,HAM,Hamilton,PIT,"You okay, Lewis? Yeah, I have to show you the car, mate. Sorry. No problem."
Belgian,13:36,SAI,Sainz,Sainz,"Car in front brake, wait a second."
Belgian,13:37,VER,Verstappen,PIT,"What the f**k? My god, it's like double yellow, it's just kind of like, just all these crushes in the back of me. Unbelievable."
Belgian,17:12,VER,Verstappen,Verstappen,"My god, this is unbelievable man. What is unacceptable? My god ."
Belgian,17:28,NOR,Norris,PIT,"Lando, we need first gears, we turn 18 and 19 please."
Belgian,17:32,RUS,Russell,Russell,"We're still too cold, sliding a lot, but not 1 .2 seconds cold."
Belgian,17:46,GAS,Gasly,Gasly,"Yeah, just ask if he lost it out of nowhere, that's the last of where ."
British,15:00,VER,Verstappen,Verstappen,AUDIO ONLY .
British,15:40,HAM,Hamilton,PIT,"And box box, but my ties are still good my ties are still good ."
British,15:44,HAM,Hamilton,PIT,"We are P6, we are fighting for the podium, P3."
British,15:55,RUS,Russell,PIT,Let's blow punch a right rear. Move me or you do.
British,15:58,RUS,Russell,Russell,Oh my god .
British,16:02,ALB,Albon,PIT,"Alex, small feedback please for you, the wake belt was 4 load, copy, this way, 4 load. Same as the simulator, keep it to a full DD slope, can't really do it, what's it going to be? Copy."
British,16:08,ANT,Antonelli,Antonelli,country broken in the car .
British,16:10,ANT,Antonelli,Antonelli,"Vader, suspension is broken. Okay, copy, copy."
British,16:10,ANT,Antonelli,Antonelli,We think it is just the wheel shield left hand side.
British,16:12,ANT,Antonelli,PIT,"Okay, we're gonna try to box the goal. We'll try and remove the wheel shield and go again ."
British,16:14,ANT,Antonelli,Antonelli,"I may not, there's something deeper, I've no front, the wheel is in the air OK, we'll box the car, so this is to retire ."
British,16:15,ANT,Antonelli,Antonelli,We are just in P10. We've got Colo Pinto behind.
British,16:17,ANT,Antonelli,Antonelli,"I'm gonna go for it, mate."
British,16:22,ANT,Antonelli,Antonelli,"Wow, f***ing great. Everything is going against us, unbelievable. Yes mate, it feels like one of those days."
British,16:23,ANT,Antonelli,PIT,"We do have a 5 second penalty for track limits Yeah but that's a joke mate, I didn't do it on purpose Like, the car was broken Yeah understood Like I wasn't even getting time Yeah I know mate, I know mate ."
British,16:32,RUS,Russell,Russell,"Pardon for sticking in there, but that's really fine. Go on top of the straight line speed. So that was a very frustrating weekend otherwise Yeah, I think straight line was okay in the race ."
British,16:37,NOR,Norris,Norris,"Lewis has overtaken everyone, I mean, that's just, everyone's overtaken. You just do the right thing. Yeah, I'm just trying to stay out of everyone's way, I mean, they're just racers, John. Everyone gets to qualify, you know, on the podium. Um, there's been confusing messages, honestly, I'm not sure."
British,16:39,HAD,Hadjar,PIT,that's p5 to me p5 i don't know what the hell i mean obviously i was on the tire again but you don't get that much time that was just yeah big loss big loss upload i will take the points yeah but i wanted to go to the front not like buy it back i know mate i know yeah still stuff to work on while we're playing together .
British,16:41,LIN,Lindblad,Lindblad,"Well done, Nippon. Another amazing result. Apologies for Nippon, it's a lesson. Yeah, I'm gonna be honest, that annoys me. Not at you, but yeah, I'm not bad at you, it's just... Yeah, it's really frustrating, but regardless, it's a good team effort. We'll keep working. It's a good day for the team, but not good enough. We need to give you all the tools, so we'll do better. Apologies."
British,16:42,COL,Colapinto,PIT,"Oh mate, so that's points to the team after, I'd say, a pretty difficult weekend. Yep, but we still thank you for all the effort."
British,15:56,SAI,Sainz,Sainz,AUDIO ONLY .
British,16:12,RUS,Russell,PIT,"Yeah, that was very weird. I've never looked there my whole career ."
British,16:12,RUS,Russell,Russell,"We think your front wing was set up the same, flat angle. Hey, Femi, have we set that before you left the garage?"
British,16:21,OCO,Ocon,PIT,"I had to live for that thing, you know. Yeah, I know. That was, again, nicely unlucky."
British,16:21,OCO,Ocon,Ocon,"Yeah, well, you guys did a great job with the car. It was much better, so good job, yeah. It's a shame I'm always the unlucky guy. But there is. Yeah, that is getting annoying. Sorry, Esteban. I'm lucky I think you lost those two pens with the yellow."
British,16:22,HUL,Hulkenberg,PIT,"Did Gabi have a problem, or why they only went up? He did, yeah. I'm not sure exactly what it was, but he got out and he got P12, as I guess you've seen."
British,16:49,BOR,Bortoleto,PIT,"You are currently p11. Sorry, it's okay. They can't have order. Sorry. Sorry team ."
British,16:53,BEA,Bearman,PIT,"Your P14, that's a good result Oli, that's a good result. Yeah, good job Oli, I know that's not what you want in your home Grand Prix, but you got the best out of it, thank you, we'll get better. Yeah, good job everyone, I think we've done the right thing again, which is all we can achieve at this stage."
British,17:07,PIA,Piastri,Piastri,"Yeah, that was, uh, that was full. Yeah, saw that one, Tally. All okay? Uh, yep. It's a good thing my underwear thought it was a black today, it's not white."
British,17:11,LEC,Leclerc,PIT,"Confirmed. Peter, that was a good quality. Good lap, Charles. There wasn't much more, I think, in this stuff. I think we're on the right path. Let's just keep working. We'll get there. Thank you."
British,17:11,LEC,Leclerc,PIT,"Yeah, you've been working your ass off and it paid off ."
British,17:12,LAW,Lawson,Lawson,"Now we can go to that kind of outside no idea. Yeah, it's very up and down. Yeah We had a small issue as well ."
British,11:22,STR,Stroll,Stroll,AUDIO ONLY .
British,12:23,GAS,Gasly,PIT,"Just keep opening the diff, go 1 .8 behind."
British,12:31,NOR,Norris,PIT,"Yeah, well done. Good job. Just f***ing hang guys. Let's get a ride for what? This."
British,12:34,VER,Verstappen,PIT,Thanks Max for the fight. I'm sorry for lap one. Still have some work to do on two seats. Thanks for the fight.
British,16:33,ANT,Antonelli,Antonelli,"Yeah, happy to go for lap one. Okay, let's do that."
British,16:43,BEA,Bearman,Bearman,"Okay, we have to be 17."
British,16:45,OCO,Ocon,PIT,"And so we're both out, Ollie's 17, you're 18. Yeah, okay guys, let's not give it up. We'll get down."
British,16:58,LAW,Lawson,Lawson,That's gonna be good. Very good luck .
British,17:02,LIN,Lindblad,Lindblad,Great sq3 good job. Thank you boys. Thank you very much. Thank you Luke for sorting out .
British,17:17,ANT,Antonelli,PIT,"Ok, give me stats, P2 mate, just 11 milliseconds to pole, so tight, but really good effort there mate. Ah f*** man, it's ok, we'll try again tomorrow."
British,17:18,LEC,Leclerc,Leclerc,"Very cool lap. Well, my turn. So, we're finished, you finished P thought. Hamilton P1. Yeah, I got quite a few snaps."
British,12:30,HAM,Hamilton,Hamilton,AUDIO ONLY .
British,12:35,OCO,Ocon,Ocon,"I'm not sure the wings were closing before 1, and yeah, 9."
British,12:39,OCO,Ocon,PIT,"At the moment there's some front under rotation on braking, so we're going to go a bit with that. We will have a look."
British,12:47,HAM,Hamilton,Hamilton,"4 tenths in the first sector, where is that time? Apex speed of 3 is the main point to improve in first sector."
British,13:05,PIA,Piastri,PIT,"Oscar is everything okay? Yes, this guy is a dead snail of us."
British,13:07,GAS,Gasly,Gasly,"Oh, this is very predictable, like, I'm not liking this. I'm too."
British,13:17,LAW,Lawson,Lawson,"The start of the lap is quite sketchy, I would say, I don't know if it's tires, or if it's something to do with my cool down. Yeah, we'll check, we'll compare to the other car, we have good data there. Yeah, the first and second lap was very different, but I'm 3 .1. This is the second I've had a lot of rotate with 3 .1."
British,13:22,LEC,Leclerc,Leclerc,"That's a very good laugh. Understood, Charles. We'll try again the next. South Star, circling QAS, we'll have to pull down, especially left -hand side."
British,13:31,PER,Perez,Perez,"Yeah, there's quite a bit of hopping on the ground, a little smitten from the production. Copy that."
Canadian,16:07,RUS,Russell,Russell,I don't know why the ride has felt quite a bit worse today than yesterday. 0:10.1
Canadian,11:10,BOR,Bortoleto,PIT,"Yeah, keep the pressure on. You're doing a good job. Keep the pressure. 0:6.6"
Canadian,11:21,BOR,Bortoleto,Bortoleto,Yep. What a drive. Good job. Excellent. So good. Set the pressure up. Really good pace. Well done. Thank you. 0:17.4
Canadian,12:17,HAD,Hadjar,PIT,"You think it's worth it already to go to the shop? How do you feel the tire? They are still alive, so maybe wait a little bit. And for the moment they're okay. The only thing can be rear overheating a little bit. 0:18.2"
Canadian,12:46,NOR,Norris,PIT,"That's not the way, mate. That's not the way. You now need to keep it cool. Reset. 0:7.5"
Canadian,12:49,NOR,Norris,PIT,"But there's no reason to go back anymore. I have a very big reason. If you get a penalty for Monaco, I'm going to win. OK? So I want you to be back on track, even if you are two or three laps down or you go slow. I don't care. I want the penalty today. 0:15.7"
Canadian,13:00,LEC,Leclerc,Leclerc,"Can you at least tell me what the plan is? Like, what are we trying to do? We're trying to wait for rain, mate. So to keep the track positioned and so if it rains, everyone has to stop, so we keep this position, you know? 0:15.6"
Canadian,15:21,VER,Verstappen,Verstappen,"I think this is the switch. Copy that Max. Box, switch to select, confirm. Yep. 0:11.1"
Canadian,15:27,PIA,Piastri,PIT,"Are you happy on these tires, or do you want to enter? Honestly, I have no idea. It's really tough, honestly. But I'm surprised the inter is working. 0:14.4"
Canadian,16:02,GAS,Gasly,PIT,"The drivers aren't entertised or complaining already, so we've got the right one here. 0:5.6"
Canadian,16:03,NOR,Norris,PIT,"Any comments on conditions, Lando? Yeah, I don't know. We'll see. 0:5.3"
Canadian,16:03,LIN,Lindblad,Lindblad,It's not going again . 0:5.6
Canadian,16:04,PIA,Piastri,Piastri,"It feels like the rain stopped quite a lot now, so what are we thinking to do? Oscar, Hawker, the rain should ease from here, but everyone's going to have very cold tires. Yeah, but I think now it is time for slicks, so should we just box? 0:19.9"
Canadian,16:07,PIA,Piastri,PIT,"So, Oscar, our tyres have dropped quite a lot. Everyone on SOC must have very cold tyres by this time. Yeah, but if we fit now, we will have cold tyres. We will have warm tyres. So, I don't know. It's... I mean, it's... These engines are a mistake now. 0:23.9"
Canadian,16:14,NOR,Norris,PIT,Although we could be going very long here . 0:07
Canadian,16:20,HAM,Hamilton,Hamilton,I got no power man. Come on guys . 0:7.2
Canadian,16:29,NOR,Norris,PIT,We need to box this lap. It's a reliability problem . 0:7.9
Canadian,16:41,ANT,Antonelli,Antonelli,Why made you push me off and I was ahead like what's the point? 0:8.7
Canadian,16:42,RUS,Russell,PIT,Hemi will give you the position. Convenient just before the freeze. I think that was just when it was given to him. So head down. It's your throttle up to go. 0:11.9
Canadian,16:55,LEC,Leclerc,Leclerc,"Okay, that was really a cheap one. 0:5.6"
Canadian,17:01,NOR,Norris,Norris,Something's broken about gearbox or something . 0:7.4
Canadian,17:02,NOR,Norris,PIT,"I'm sorry, mate. All right, thank you. All good. 0:5.3"
Canadian,17:03,ANT,Antonelli,Antonelli,What is this guy doing man . 0:4.5
Canadian,17:06,HAM,Hamilton,PIT,"You have same pace as Antonelli, be one to ten faster than Max in front. 0:08"
Canadian,17:06,PER,Perez,PIT,"I'm listening to this one right now. Yeah, me too. I can tell you know what happened here. 0:6.8"
Canadian,17:13,HAM,Hamilton,Hamilton,We can do this guys . 0:5.4
Canadian,17:14,LEC,Leclerc,PIT,"Blue is now picking up the pace, 15 .0 Let's top the ticket until the last lap, until the last lap And anything absolutely critical . 0:13.8"
Canadian,17:25,HAM,Hamilton,Hamilton,They both are . 0:4.8
Canadian,17:39,ANT,Antonelli,PIT,"Nice work, Kimi. It's been a very eventful day, but well done. Yeah, thank you, everyone. Not the way I wanted to win. It was going to be a good fight with George, but yeah, we'll take it. 0:16.1"
Canadian,17:39,HAM,Hamilton,PIT,"And we're done. Pichu, that was a great fight. Good job, good job. Whoo! That was tough, guys. Make a job this weekend. Definitely the result we deserve. Thank you so much to everyone back at the factory. Gracias a tutti. Let's keep pushing. This is a good step. Let's keep working to try and close that gap. Thank you, Luis. 0:24.5"
Canadian,17:40,VER,Verstappen,PIT,"Good job Max, we didn't fight out there today I think, well done. Yeah, it's just a shame we didn't have the tyre attack for the final scene. Really difficult but good job. That's the first road in. 0:16"
Canadian,17:43,COL,Colapinto,PIT,"Oh, vamos, buddy. He's six. Good job, mate. Mate. Sorry for the extra stress. I don't know. I'm really sorry. I'll check the heart rate. I'll check the heart rate after the race, mate. Mate, fantastic job this weekend. Really, really good driving. 0:22.3"
Canadian,17:43,LAW,Lawson,Lawson,"Well done guys, I really struggled to put pace in that race, I think we missed it though, at the start especially, but even on the last set. Yeah, probably out of balance a bit, and we will show you some things when you come back. Copy that, otherwise really good job. 0:19.7"
Canadian,17:44,COL,Colapinto,PIT,But I've got the box on my shoulder here He's a he's a very happy man So that is big that's your best ever result in f1 now make another week another best . 0:18.8
Canadian,16:02,PIA,Piastri,PIT,"Use boost after 10, 4, 7, and 9. Use boost. 0:5.3"
Canadian,16:21,ALO,Alonso,Alonso,"Wow the Cadillac, the last glimmer. Yeah copy Perez he's starting it up. Yeah in the line mate. 0:10.6"
Canadian,16:25,GAS,Gasly,PIT,"I think the only thing we can do to improve on the process here, mate, is changing the strap 2 before 10 .13, just before braking, as late as you can push it. It's very easy, mate, to say, but that small tweak does help us. Probably in the top half of this, so let me know if I can. Yeah, I know, it's tricky, mate, but what I'd say so far is doing a great job. 0:21.1"
Canadian,16:33,VER,Verstappen,Verstappen,"I can't get my front tires in the window, like it's really, really bad. Like yesterday in the island, it's like I'm driving on ice. Copy that. 0:12"
Canadian,16:42,LEC,Leclerc,PIT,"And we are through, so you are P -8? I'm completely out of place, completely out of thing, he's either in the wall or P -8 We just need to make sure, give me clean air, I don't care about whatever else, just clean air, that's all that matters Understood Charles . 0:23.2"
Canadian,16:43,LAW,Lawson,PIT,"Oh, man, sorry, that was honestly so, so badly driven. 0:6.6"
Canadian,16:44,COL,Colapinto,Colapinto,"It's your home, yes. Vamos. Good job. 0:10.4"
Canadian,16:45,BEA,Bearman,PIT,"The second you try and push this thing, it's not liking it. Yeah, we can see that all of you, I appreciate that. I'm blocking the front set, I didn't record that. 0:11.3"
Canadian,16:45,HUL,Hulkenberg,PIT,BG -11 for us. Seems like that's our spot. What the f*** is B -11? I'm sick of it. 0:7.4
Canadian,16:52,RUS,Russell,Russell,Nothing on the rear . 0:4.7
Canadian,16:53,VER,Verstappen,Verstappen,What's going on with this straight line speed because it's bleeding . 0:8.5
Canadian,17:01,RUS,Russell,PIT,"Nice work, nice work. Yes! Well done mate. Keep me posted, is that good enough? That is good enough. Well done. We made that a bit tricky. 0:18.9"
Canadian,17:02,RUS,Russell,Russell,It's the most exhilarating feeling in the world when it comes last -minute out of nowhere. Good job . 0:9.6
Canadian,17:05,ANT,Antonelli,PIT,"Okay Kimi, so that's P2 mate, so it's just, again, same as yesterday, so 68 milliseconds. Did he go for two laps? He ended up doing a fast slow fast. 0:19.5"
Canadian,17:06,NOR,Norris,PIT,"It's going to be 3 again. Yeah, all good. The love wasn't amazing, but I heard all the dirt from Hamilton and then those slipstreams, so here's what it is. 0:12.1"
Canadian,17:07,PIA,Piastri,PIT,"I was going to P4 again, P4. Good job, mate. It was only two tenths to hold this time. Yeah, it's a bit of a struggle, but we're getting there. 0:13.9"
Canadian,17:08,VER,Verstappen,Verstappen,"Yeah, I mean, I think it's something really wrong that we didn't check ice and stuff before. Sorry, Max, we know it's a frustrating one, but we'll have a lot to be honest with, so it's a painful but necessary data point, and we'll look to it. It's three times from the board right now. 0:17.8"
Canadian,17:08,LEC,Leclerc,Leclerc,So we finished You've seen it . 0:6.1
Canadian,17:09,LIN,Lindblad,PIT,"Okay, that's P9. Best of the rest. Very well done by the Dot Q3. It's a good weekend. Thank you, everyone. 0:10"
Canadian,11:21,PIA,Piastri,Piastri,AUDIO ONLY .
Canadian,11:22,RUS,Russell,Russell,AUDIO ONLY .
Canadian,11:37,NOR,Norris,PIT,"Lando, if you can fit them in, there would be two burnouts before the launch. It would be a static bike point fine. 0:6.8"
Canadian,12:09,HAD,Hadjar,Hadjar,"Ah, engine problem. Oh f**k. Ok, we're investigating. 0:8.6"
Canadian,12:10,ANT,Antonelli,Antonelli,Don't worry about it . 0:4.9
Canadian,12:10,VER,Verstappen,Verstappen,I cannot save it. I wear it. It's holding like crazy. 0:6.1
Canadian,12:11,ANT,Antonelli,Antonelli,Let's give young men an idea who's alongside the hero. So let's just keep it cool. 0:8.5
Canadian,12:11,ANT,Antonelli,PIT,"Let's just get his back up to control, Gibby. Focus on Norris, focus on the driving. Yeah, I don't care, he pulled me out! 0:9.4"
Canadian,12:12,ANT,Antonelli,PIT,"Can we concentrate on the driving, please, and not on the radio morning? 0:7.8"
Canadian,12:14,ANT,Antonelli,PIT,"We're not seeing anything on aero, so it looks to be behaving, just vibration. 0:8.9"
Canadian,12:24,RUS,Russell,Russell,That's how you do it. It's just a bit of growth. 0:6.5
Canadian,12:33,RUS,Russell,PIT,"Nice work, babe. Good job. That was quick there. Yeah, good job. 0:8.1"
Canadian,12:33,ANT,Antonelli,PIT,"Kimi, let's check the flag. Yeah, if we need to race like this, then good enough. Kimi, now is the first time to talk about this. We talk about this internally and not on the radio, okay? 0:13.7"
Hungarian,14:53,BEA,Bearman,Bearman,AUDIO ONLY .
Hungarian,14:53,PIA,Piastri,Piastri,AUDIO ONLY .
Hungarian,15:05,RUS,Russell,PIT,"Well, it's 2 % shallow. It was a throttle pedal you backed up at a high RPM."
Hungarian,15:11,VER,Verstappen,Verstappen,"Also again, the dumping failed for sure. Spasiboodee!"
Hungarian,15:16,NOR,Norris,PIT,How's the tyres? How's the pulse? 30 already. Much faster than the GTTS.
Hungarian,15:17,PIA,Piastri,PIT,"How's the tide? Currently we are thinking plan A, target level. I feel good."
Hungarian,15:18,VER,Verstappen,Verstappen,"Please do something about this shit, and don't tell me it's me 15 later. Absolutely."
Hungarian,15:18,HAM,Hamilton,Hamilton,Actually pretty slow .
Hungarian,15:26,VER,Verstappen,PIT,"Well, that was quite special, I don't want to blame it up once again moving on the breaking I mean sorry section, but it's not right ."
Hungarian,15:39,PIA,Piastri,PIT,"We're aiming at planet A, target that. How's the time? Oh, it doesn't feel great."
Hungarian,15:40,LEC,Leclerc,Leclerc,"Well, it's quite a bit of time ."
Hungarian,15:45,NOR,Norris,PIT,"Okay mate, let's get back in the rhythm, know what you've been trying to do, can we see it? Back in the rhythm please."
Hungarian,15:48,NOR,Norris,PIT,"Hamilton's got me stuck behind the jar, and they thought it'd be a cool exit for us to... I need to get fast, come on, let's do something, please. I know, mate. I know. Staff is gonna close in. I want boxes left."
Hungarian,15:49,NOR,Norris,Norris,You mean you won't let me? I'm Biles' master.
Hungarian,15:50,NOR,Norris,Norris,I'll pull out a 10 -6 if it works on this one.
Hungarian,15:53,HAM,Hamilton,Hamilton,I'm gonna be in trouble in the districts. Now we are fighting for the position with Max then we manage the ties .
Hungarian,15:57,PIA,Piastri,Piastri,"Hey, don't you guys f***ing think we're lost?"
Hungarian,15:58,PIA,Piastri,Piastri,"Get out of the f***ing way, you idiots! Oh my god."
Hungarian,16:01,PIA,Piastri,PIT,"After that sight that's crossed us, that target is to get to the end on this tyre. Oh mate, it's better you don't **** me now. Nice of you guys to affect the other one here by the way, thanks."
Hungarian,16:04,NOR,Norris,PIT,"We're catching ants early night and quickly, that's just been measured when we get there."
Hungarian,16:12,ANT,Antonelli,PIT,"Again, a little bit of security, just keep the 3, turn 7, get tight again."
Hungarian,16:13,LEC,Leclerc,Leclerc,"Can you notice me before there's something that feels off the ground? Copy. Looks like overheating, if you can get back into the rhythm, should help. I'm in rhythm."
Hungarian,16:14,VER,Verstappen,PIT,This is good Max. You got it. You might have some fun towards the end.
Hungarian,16:19,ANT,Antonelli,Antonelli,"But can't we go until yet? We don't think we have the tire light so press hold boost, press hold boost ."
Hungarian,16:19,NOR,Norris,PIT,"Vlade, you're clearly the fastest car and have nothing to prove, so the snaps of 4 and 8, no more."
Hungarian,16:21,ANT,Antonelli,Antonelli,"Wind pollution out of wind. So probably P6 potential, but P2 here Kimmy, we've got a big offset on tyres."
Hungarian,16:25,ANT,Antonelli,PIT,"But I think I was ahead yeah, we're just talking through we think we were ."
Hungarian,16:38,NOR,Norris,PIT,No exit curve. That may be what happened to Oscar's car.
Hungarian,16:40,HAM,Hamilton,PIT,And we got five second penalty for speeding into the pit lane. I handed out penalties like crazy.
Hungarian,16:43,NOR,Norris,Norris,"Well done, mate. Well done. Beautiful! The car was unbelievable today. Well done, guys. Incredible. Flying, thank you so much for the car. Nice to finally be able to do it all for you again. Feels like it's been a while. Congrats, very well deserved. Hard work pays off. Just keep it going. Thank you very much. I love you all."
Hungarian,16:45,VER,Verstappen,PIT,"That is an excellent drive Max, really, really, really spot on. I'd like to be a C -Sprog to your showpiece finale, but nonetheless, I'm going to be proud of that final sit. That's a great move there as well, so fantastic job. Yeah, we had a second today in some way or another. Great job. Well, it's been quite a lot out there, so..."
Hungarian,16:47,NOR,Norris,Norris,"And Lando, Barnsey put it on your piece of tape. One who's laughing. I only did it for him. Thanks Barnsey for everything. Beautiful career. I did it on a high. Thank you very much for everything."
Hungarian,16:48,COL,Colapinto,Colapinto,"Choking pace, oh so slow ."
Hungarian,16:48,OCO,Ocon,PIT,"Thank you Laura. Yeah, positive weekend, it's a lot of good stuff, even if the race was very difficult, not as good as we would have liked, it's take the positive for you guys and we'll come back stronger after the break."
Hungarian,16:49,LAW,Lawson,Lawson,"It was pretty tough, good, really good job. Very good call on the strategy as well. Had me doubting it in the car, but very, very good job. Thank you. Car was so good. We wanted to keep you active, you know? We didn't want you to fall asleep. I literally said I don't want to overtake cars at the end of the race, and that's what you had me do. But you see, you could do it."
Hungarian,16:50,ANT,Antonelli,PIT,"Nice work Kimi. P3 buff, not a bad day. That was tough. Yeah, copy that, you earned your money today mate. Thanks everyone. It was a damage limitation after yesterday. So thank you everyone."
Hungarian,15:55,COL,Colapinto,Colapinto,AUDIO ONLY .
Hungarian,16:04,ALB,Albon,Albon,"Just check for damage in plant 4, exit cap."
Hungarian,16:18,ALO,Alonso,Alonso,"All right. Good job. Maybe a bit more to come the next set. Let's go. Yeah, let's go."
Hungarian,16:19,ALB,Albon,Albon,"Oh, that's terrible. Why, why, why is the balance changing so much? Alex, it was a good lap considering the car is all over the place. That's on us."
Hungarian,16:19,SAI,Sainz,PIT,"It was a good lap considering the conditions, it's all that our car had in it. Let's see what we can do overnight. Yeah, just keep working."
Hungarian,16:32,ANT,Antonelli,Antonelli,I've got no grip on them. Like I don't know we're doing something wrong with tires. I have zero grip .
Hungarian,16:32,HAD,Hadjar,Hadjar,"Okay, but I come on someone's always the same ."
Hungarian,16:34,HAM,Hamilton,Hamilton,That was a pretty tricky lap. I spent more time in it.
Hungarian,16:40,LAW,Lawson,Lawson,"Oh man, such a bad luck. It's so hard to drive."
Hungarian,16:41,OCO,Ocon,Ocon,There's a high chance. I broke the floor Three .
Hungarian,16:41,LIN,Lindblad,Lindblad,"I mean, for me, we seem genuinely competitive, so let's throw everything at it."
Hungarian,16:42,GAS,Gasly,Gasly,"Focus on tomorrow, thanks guys. Alright, thank you."
Hungarian,17:02,NOR,Norris,Norris,"Oh, just go whatever is to be honest. Thank you very much ."
Hungarian,17:11,PIA,Piastri,PIT,Being blessed.
Hungarian,17:12,VER,Verstappen,Verstappen,The course is completely broken aerodynamically. It's getting worse and worse. What a weekend.
Hungarian,17:12,HAM,Hamilton,Hamilton,AUDIO ONLY .
Hungarian,17:13,RUS,Russell,PIT,so stop stop stop stop stop stop stop .
Hungarian,12:26,RUS,Russell,Russell,AUDIO ONLY .
Hungarian,12:42,BOT,Bottas,Bottas,The rear end overall was a bit all over the place in that mountain.
Hungarian,12:47,BOT,Bottas,PIT,"Do you have any vibrations? Yes, sadly this set is gone. The vibration is too big."
Hungarian,12:51,PER,Perez,Perez,I lost the engine. I've had a massive break. It looks like the brakes are on fire on the back.
Hungarian,13:03,HAD,Hadjar,Hadjar,"Ouch, that was tough on the floor."
Hungarian,13:21,HAD,Hadjar,Hadjar,Enjoyable .
Hungarian,13:31,SAI,Sainz,PIT,"Check the guard, I destroy the black in front for it. Copy, will check it."
Hungarian,16:55,PER,Perez,Perez,AUDIO ONLY .
